BA,CNT,month,state,year
40.81427054221276,10.993742728097258,4,Tennessee,1993
16.880323982912284,11.356089595234476,4,Texas,1993
0.10460155854363645,1.8191575481394566,4,Utah,1993
3.6135870874488076,8.030193527664016,4,Vermont,1993
9.81162027667414,30.689521333730493,4,Virginia,1993
0.43322629114437605,4.332262903374292,4,Washington,1993
261.60048677889534,245.3948626426159,4,West Virginia,1993
68.60671384552079,247.00091372653046,4,Wisconsin,1993
7.296662522015913,5.1315451872027165,4,Wyoming,1993
1.959239021993452,4.419336068411322,5,Alabama,1993
0.0,0.0,5,Alaska,1993
989.3843599011917,355.3113801255954,5,Arizona,1993
0.0580838152695342,2.1781430604362098,5,Arkansas,1993
673.9180197877887,178.55163255630745,5,California,1993
6.609767782957466,38.94644307699156,5,Colorado,1993
61.92101470406294,153.23535557567737,5,Connecticut,1993
0.0,0.0,5,District of Columbia,1993
0.0,0.0,5,Delaware,1993
878.1184115943147,338.202827751421,5,Florida,1993
103.98479560673913,402.8328243778831,5,Georgia,1993
0.0,0.0,5,Hawaii,1993
4.098076618652997,19.404646950929337,5,Idaho,1993
0.006666888995640929,0.6666888896296543,5,Illinois,1993
0.18022602969316157,8.481224688845069,5,Indiana,1993
0.0,0.0,5,Iowa,1993
0.0,0.0,5,Kansas,1993
17.04632377579747,12.421648066044947,5,Kentucky,1993
3.9363403833111303,3.6857119689810482,5,Louisiana,1993
83.89444877974039,291.3797431056497,5,Maine,1993
2.4898073511562044,9.336777566835766,5,Maryland,1993
0.292654379543799,3.6581796897863623,5,Massachusetts,1993
8.174476152557878,40.72067612291254,5,Michigan,1993
234.41551222591602,131.90444255939036,5,Minnesota,1993
45.61616072866613,64.5737336373348,5,Mississippi,1993
21.4356929212363,14.401240722277612,5,Missouri,1993
13.053296727472295,28.359035897812955,5,Montana,1993
0.0,0.0,5,Nebraska,1993
12.35770647761933,10.82477826663873,5,Nevada,1993
23.456264843857635,189.97274304121586,5,New Hampshire,1993
34.26143158574983,429.3745296799611,5,New Jersey,1993
3125.112248635666,89.54740455421592,5,New Mexico,1993
19.08037679508342,53.079683220450534,5,New York,1993
80.73691897470918,225.2656197315465,5,North Carolina,1993
42.92548613990903,45.32844004631146,5,North Dakota,1993
3.6434736418880957,10.336095367706594,5,Ohio,1993
0.11047465435242519,0.552373271762126,5,Oklahoma,1993
44.01940244183283,31.004831259149377,5,Oregon,1993
3.4037560035894976,17.605633802816904,5,Pennsylvania,1993
9.99750062484379,24.993751562109473,5,Rhode Island,1993
236.9864853616346,438.90851651333,5,South Carolina,1993
6.363622755847338,16.522387835517126,5,South Dakota,1993
0.08245306964163178,1.8322904546828764,5,Tennessee,1993
127.84944412124668,3.1624553303184593,5,Texas,1993
0.5348323211759018,10.914945288836742,5,Utah,1993
6.022645145748012,8.030193527664016,5,Vermont,1993
2.626662024893248,7.221063843230703,5,Virginia,1993
13.19715556453941,37.36576754160324,5,Washington,1993
40.47421746934696,52.58461342341768,5,West Virginia,1993
11.09146112828949,110.23668464644685,5,Wisconsin,1993
0.9098624349979183,4.3420766968638365,5,Wyoming,1993
7.1917328909817115,9.575228148224532,6,Alabama,1993
0.0,0.0,6,Alaska,1993
3604.1692519153385,388.1666745700021,6,Arizona,1993
0.007260476976310235,0.7260476868120699,6,Arkansas,1993
1112.890878562106,275.72900721046716,6,California,1993
25.263259119156846,64.91073846165257,6,Colorado,1993
0.0,0.0,6,Connecticut,1993
0.0,0.0,6,District of Columbia,1993
0.0,0.0,6,Delaware,1993
471.4383010911867,470.90046502888845,6,Florida,1993
673.1667903251765,624.3908777857189,6,Georgia,1993
0.0,0.0,6,Hawaii,1993
22.726537984621146,34.1891398659231,6,Idaho,1993
0.0,0.0,6,Illinois,1993
0.0,0.0,6,Indiana,1993
0.0,0.0,6,Iowa,1993
0.0,0.0,6,Kansas,1993
0.0,0.0,6,Kentucky,1993
54.40848008620807,3.685711968981048,6,Louisiana,1993
3.041480654422328,36.013226675979176,6,Maine,1993
0.0,0.0,6,Maryland,1993
0.0,0.0,6,Massachusetts,1993
0.7257861741832115,5.988334723957731,6,Michigan,1993
2.499078448102942,10.214822151063895,6,Minnesota,1993
52.17717119214275,112.40612892424947,6,Mississippi,1993
0.11077877478675086,1.1077877478675087,6,Missouri,1993
23.610210288350107,32.822958215061284,6,Montana,1993
0.0,0.0,6,Nebraska,1993
38.73175458738162,26.887352468747807,6,Nevada,1993
4.133146108206055,37.16858016023788,6,New Hampshire,1993
9.450666152287448,221.3270771546191,6,New Jersey,1993
3124.156518144311,92.40530044424408,6,New Mexico,1993
4.69224393689209,16.985498630544175,6,New York,1993
152.52778255838396,306.3325465776126,6,North Carolina,1993
2.0971230308555966,10.922515673809992,6,North Dakota,1993
0.0430670640321108,0.861341280642216,6,Ohio,1993
0.4032324898679325,3.314239630572756,6,Oklahoma,1993
96.6852303097093,51.02060840113188,6,Oregon,1993
0.04191817572099262,0.8383635144198525,6,Pennsylvania,1993
0.0,0.0,6,Rhode Island,1993
374.8869563029322,740.3566734592982,6,South Carolina,1993
1.6071777665538507,12.516960481452369,6,South Dakota,1993
1.2184731350265454,3.664580909365753,6,Tennessee,1993
1117.9408972867511,5.60617081283727,6,Texas,1993
131.95259067050347,45.478938703486435,6,Utah,1993
0.0,0.0,6,Vermont,1993
0.07221063883581542,3.610531921615352,6,Virginia,1993
722.199596880252,61.73474637308362,6,Washington,1993
0.39836828825966,15.934731340429598,6,West Virginia,1993
1.8598756319158474,32.42255430777847,6,Wisconsin,1993
0.37302386356736,7.499950658219356,6,Wyoming,1993
17.82465517958609,20.62356831925284,7,Alabama,1993
0.0,0.0,7,Alaska,1993
550.4938433613177,261.82621242810797,7,Arizona,1993
8.581883714052655,21.781430604362093,7,Arkansas,1993
487.82452568312533,390.8323053445201,7,California,1993
606.3237899375063,112.7592256705279,7,Colorado,1993
137.59838353211714,236.81827679877412,7,Connecticut,1993
0.0,0.0,7,District of Columbia,1993
0.0,0.0,7,Delaware,1993
571.2380794332045,280.66137441871405,7,Florida,1993
384.8918201893783,745.2407250990841,7,Georgia,1993
0.0,0.0,7,Hawaii,1993
20.8830962555094,36.037201480297334,7,Idaho,1993
0.0,0.0,7,Illinois,1993
0.7527086810245922,4.2406123444225345,7,Indiana,1993
0.0,0.0,7,Iowa,1993
0.09385265133740028,0.4692632566870014,7,Kansas,1993
0.4777556948478826,1.9110227793915304,7,Kentucky,1993
3.4719407028998983,10.319993513146935,7,Louisiana,1993
5.562843065855436,116.77015922211427,7,Maine,1993
0.12449036941286123,9.336777566835766,7,Maryland,1993
0.03658179744297488,3.6581796897863623,7,Massachusetts,1993
1.584912597234331,11.178224818054431,7,Michigan,1993
0.16521364434571645,3.108858915541185,7,Minnesota,1993
27.025303413134324,63.776527049219546,7,Mississippi,1993
134.1032458181838,4.985044865403789,7,Missouri,1993
10.8229109520048,20.744109591918722,7,Montana,1993
1.0981879898168023,0.9983527180152748,7,Nebraska,1993
1008.7471158360853,24.443047698861648,7,Nevada,1993
16.386388028949007,156.9340051210044,7,New Hampshire,1993
108.80439079149242,925.1471825063077,7,New Jersey,1993
877.4321466533776,146.0702343792175,7,New Mexico,1993
25.690566665515583,59.4492452069046,7,New York,1993
363.43092096440205,381.6602219655502,7,North Carolina,1993
1.0704065308251178,9.284138322738494,7,North Dakota,1993
0.0,0.0,7,Ohio,1993
201.18539455834002,134.77907830995875,7,Oklahoma,1993
73.50617480693171,87.12750050039448,7,Oregon,1993
0.4317572110505571,6.70690811535882,7,Pennsylvania,1993
7.498125468632841,24.993751562109473,7,Rhode Island,1993
883.9906843583141,1098.4770839111088,7,South Carolina,1993
0.8311261749239406,22.530528866614265,7,South Dakota,1993
1.5940926824685397,7.329161818731506,7,Tennessee,1993
63.343980241452826,14.374796955992998,7,Texas,1993
275.1543990820203,74.13067008668288,7,Utah,1993
2.007548381916004,4.015096763832008,7,Vermont,1993
5.072797346776005,9.928962784442218,7,Virginia,1993
167.78312668972282,92.06058669670367,7,Washington,1993
6.62884823310724,35.05640894894511,7,West Virginia,1993
0.5122763607772327,12.379520735697232,7,Wisconsin,1993
129.7254661939579,24.078788955335817,7,Wyoming,1993
7.664601789519184,11.048340171028306,8,Alabama,1993
0.0,0.0,8,Alaska,1993
1233.2627620191606,321.1012281783264,8,Arizona,1993
13.235849331449549,14.520953736241395,8,Arkansas,1993
671.1984717919612,396.72899069974824,8,California,1993
463.4738081529623,95.69697441775065,8,Colorado,1993
10.169255416514671,55.72194748206449,8,Connecticut,1993
0.0,0.0,8,District of Columbia,1993
0.0,0.0,8,Delaware,1993
907.2202870711432,354.056085302269,8,Florida,1993
230.42816972029257,468.4555909297641,8,Georgia,1993
0.0,0.0,8,Hawaii,1993
158.6237529317427,131.6743900241634,8,Idaho,1993
0.0,0.0,8,Illinois,1993
0.010601531019031458,1.0601530861056336,8,Indiana,1993
0.0,0.0,8,Iowa,1993
0.5631159080244017,0.4692632566870014,8,Kansas,1993
0.0,0.0,8,Kentucky,1993
81.97023419013851,8.108566331758306,8,Louisiana,1993
5.105147712583862,110.22229982648172,8,Maine,1993
0.0,0.0,8,Maryland,1993
0.21949079010896178,7.316359379572725,8,Massachusetts,1993
1.1617369487024842,5.589112409027215,8,Michigan,1993
0.220284860423636,7.10596323552271,8,Minnesota,1993
36.59975449078189,61.38490728487382,8,Mississippi,1993
3.6003101805694033,6.6467264872050515,8,Missouri,1993
14.712037293756683,51.72898214693658,8,Montana,1993
0.25957170683273756,0.9983527180152748,8,Nebraska,1993
751.0231076483141,74.72588867937706,8,Nevada,1993
4.555215954317802,24.77905344015859,8,New Hampshire,1993
99.15453056526934,473.6399451108849,8,New Jersey,1993
64.70435083574137,61.28598964171513,8,New Mexico,1993
4.448077453979216,36.09418458990636,8,New York,1993
207.9617764503787,177.9167952019858,8,North Carolina,1993
0.07645761004218628,2.730628918452498,8,North Dakota,1993
0.034453652380837314,3.445365122568864,8,Ohio,1993
607.428329497189,78.43700459022189,8,Oklahoma,1993
82.36924022708902,217.42628503251592,8,Oregon,1993
0.21378269217943363,7.545271629778672,8,Pennsylvania,1993
16.245938515371158,49.98750312421895,8,Rhode Island,1993
219.44219936444307,461.81857644122357,8,South Carolina,1993
1.5971641528823013,25.534599382162828,8,South Dakota,1993
0.14658323855889055,2.7484356820243145,8,Tennessee,1993
437.35750958008475,35.218252542182846,8,Texas,1993
189.03184234517235,93.23182434214719,8,Utah,1993
0.40150967638320084,4.015096763832008,8,Vermont,1993
26.79917276706169,14.44212768646141,8,Virginia,1993
135.00251840180732,87.72832379332941,8,Washington,1993
1.4978647564480063,20.715150742558478,8,West Virginia,1993
0.38081764967118237,12.379520735697232,8,Wisconsin,1993
14.88148101436018,25.262991690844125,8,Wyoming,1993
2.748090551154612,6.629004102616983,9,Alabama,1993
0.0,0.0,9,Alaska,1993
81.66030816857442,69.77516139740005,9,Arizona,1993
3.652019747062685,8.712572241744837,9,Arkansas,1993
1254.7870491182578,298.136411560334,9,California,1993
24.62157061574267,56.75053134075912,9,Colorado,1993
0.0,0.0,9,Connecticut,1993
0.0,0.0,9,District of Columbia,1993
0.0,0.0,9,Delaware,1993
150.21900794864683,92.77091455681342,9,Florida,1993
121.12273433954965,477.5518159963616,9,Georgia,1993
0.0,0.0,9,Hawaii,1993
46.11375739246693,44.815494148574864,9,Idaho,1993
0.0,0.0,9,Illinois,1993
0.03180459384696997,1.0601530861056336,9,Indiana,1993
0.0,0.0,9,Iowa,1993
0.28155795401220085,0.4692632566870014,9,Kansas,1993
0.0,0.0,9,Kentucky,1993
16.113932728494987,14.742847875924191,9,Louisiana,1993
1.2986587718402844,30.556677179618696,9,Maine,1993
0.0,0.0,9,Maryland,1993
0.0,0.0,9,Massachusetts,1993
0.023953339252763484,1.5968892597220614,9,Michigan,1993
0.13412505605063732,1.3323681066605082,9,Minnesota,1993
166.03421601552884,156.2524912705879,9,Mississippi,1993
1.3902736236562598,3.87725711753628,9,Missouri,1993
6.551725034875738,17.33052193755235,9,Montana,1993
0.2595717068327376,1.4975290770229122,9,Nebraska,1993
78.53551404096035,27.934911655841884,9,Nevada,1993
0.4129842240026431,4.129842240026432,9,New Hampshire,1993
6.750475853215883,132.79624629277146,9,New Jersey,1993
12.091439957768875,15.242111413483546,9,New Mexico,1993
0.6298789079711858,7.785020205666081,9,New York,1993
50.53410943347378,165.0034794211965,9,North Carolina,1993
2.1735806217736977,9.284138322738492,9,North Dakota,1993
0.02584023880431604,2.584023841926648,9,Ohio,1993
36.63339563159356,38.113755751586694,9,Oklahoma,1993
41.0566762508987,135.40084537223467,9,Oregon,1993
0.058685446259241464,1.676727028839705,9,Pennsylvania,1993
0.0,0.0,9,Rhode Island,1993
134.3457972773904,370.17833672964923,9,South Carolina,1993
24.705975981813886,21.028493608839977,9,South Dakota,1993
8.263629950892804,2.7484356820243145,9,Tennessee,1993
174.037104324671,42.549398989739295,9,Texas,1993
189.46480503267728,74.58545947371775,9,Utah,1993
0.0,0.0,9,Vermont,1993
0.38813217390699106,9.026329804038381,9,Virginia,1993
48.376213510018864,105.05737540682655,9,Washington,1993
2.3264707616934075,19.12167760851552,9,West Virginia,1993
0.09078315332671158,5.89500987414154,9,Wisconsin,1993
6.572325304710842,12.236761600252633,9,Wyoming,1993
862.5534885956105,770.4375879263738,3,Alabama,1994
0.0,0.0,3,Alaska,1994
49.147117277475154,20.322862542932047,3,Arizona,1994
163.98513483806593,28.315859785670725,3,Arkansas,1994
6.1584981544575195,31.606233504022708,3,California,1994
118.09303390683777,42.65562813194311,3,Colorado,1994
8.915511864909075,13.930486870516125,3,Connecticut,1994
0.0,0.0,3,District of Columbia,1994
0.0,0.0,3,Delaware,1994
429.2563058329525,244.25759782047075,3,Florida,1994
471.24618511436637,1140.9265154960692,3,Georgia,1994
0.0,0.0,3,Hawaii,1994
19.178259403237348,14.784492914993788,3,Idaho,1994
6.5202173532940995,14.00046668222274,3,Illinois,1994
1.0601530861056336,3.180459258316901,3,Indiana,1994
0.03430625883386165,0.0,3,Iowa,1994
1604.1576724637566,5.631159080244016,3,Kansas,1994
9.526448337706636,21.976761963002602,3,Kentucky,1994
47.05179978336508,36.11997729601428,3,Louisiana,1994
0.1964357831699201,3.2739296978162886,3,Maine,1994
90.28664097087412,0.0,3,Maryland,1994
0.09145449224465906,0.0,3,Massachusetts,1994
2.1597927244284647,4.391445464235669,3,Michigan,1994
5.849095992673654,6.21771783108237,3,Minnesota,1994
770.8110782564476,369.9038568854732,3,Mississippi,1994
1007.1895384268203,373.8783649052842,3,Missouri,1994
14.668448939438392,12.078848623142548,3,Montana,1994
146.56816237948598,6.988469026106923,3,Nebraska,1994
40.80941406611257,1.7459319784901182,3,Nevada,1994
0.0,4.129842240026432,3,New Hampshire,1994
57.54504006020096,318.71099110265146,3,New Jersey,1994
202.92172219967995,54.61756589831609,3,New Mexico,1994
0.0,0.0,3,New York,1994
344.09682252376615,1004.3690051725002,3,North Carolina,1994
1.201476704588119,3.2767547021429975,3,North Dakota,1994
1.9466313027224984,3.445365122568864,3,Ohio,1994
453.0178951209759,124.28398614647831,3,Oklahoma,1994
33.09471393273992,10.204121680226375,3,Oregon,1994
0.1676727028839705,0.8383635144198525,3,Pennsylvania,1994
0.0,0.0,3,Rhode Island,1994
1333.1725565672175,974.28044324937,3,South Carolina,1994
58.874777157679624,32.043418832518064,3,South Dakota,1994
5.231189248256128,8.245307046072943,3,Tennessee,1994
27.78217025232126,17.393504316751525,3,Texas,1994
0.34563993421426564,1.8191575481394566,3,Utah,1994
0.0,0.0,3,Vermont,1994
7.771670027990431,19.857925568884436,3,Virginia,1994
41.3487415041302,13.538321573044655,3,Washington,1994
170.2307341803753,86.04754923831985,3,West Virginia,1994
27.20134390719174,129.69021723111388,3,Wisconsin,1994
44.401681808811084,4.342076696863837,3,Wyoming,1994
84.77686057491269,132.58008205233972,4,Alabama,1994
0.0,0.0,4,Alaska,1994
320.35267075555697,75.19459140884858,4,Arizona,1994
32.287340411501525,11.616762988993118,4,Arkansas,1994
28.5517504580308,50.239759226543555,4,California,1994
13.879770519127206,34.12450250555451,4,Colorado,1994
222.33056699929895,473.63655359754824,4,Connecticut,1994
0.0,0.0,4,District of Columbia,1994
0.0,0.0,4,Delaware,1994
293.2911362742055,239.56033632392322,4,Florida,1994
101.76466713561378,391.7874082255863,4,Georgia,1994
0.0,0.0,4,Hawaii,1994
39.243588343991114,10.626354282651786,4,Idaho,1994
18.86729557651922,4.666822227407581,4,Illinois,1994
49.45614146682781,15.902296291584506,4,Indiana,1994
0.017153129416930826,2.7445007067089318,4,Iowa,1994
1414.6879399343031,4.2233693101830125,4,Kansas,1994
39.37662444283175,23.88778474239413,4,Kentucky,1994
0.77399951348602,7.371423937962096,4,Louisiana,1994
5.347418480414416,30.556677179618696,4,Maine,1994
28.975133049544088,24.898073511562043,4,Maryland,1994
0.7316359379572724,3.6581796897863623,4,Massachusetts,1994
191.75925179852854,138.13092096595827,4,Michigan,1994
170.7038870333242,240.27038190111165,4,Minnesota,1994
200.81633958424376,188.1407547951977,4,Mississippi,1994
242.77168494516454,99.70089730807577,4,Missouri,1994
56.629844969461494,24.682864577726093,4,Montana,1994
96.7753213301568,12.479408975190939,4,Nebraska,1994
0.3666457157430889,2.4443047698861653,4,Nevada,1994
4.518047434220062,111.50574048071364,4,New Hampshire,1994
114.31543535036076,641.8485237483952,4,New Jersey,1994
887.3989011465642,66.04914945842876,4,New Mexico,1994
6.801276743419188,37.509642809118375,4,New York,1994
166.73243007920854,436.9005172500377,4,North Carolina,1994
364.713717885064,134.34694278786293,4,North Dakota,1994
3.186962717840223,6.890730245137728,4,Ohio,1994
84.03806817517955,35.351889392776066,4,Oklahoma,1994
2.7091943805652634,7.456858150934659,4,Oregon,1994
3.6049631282457324,36.887994634473515,4,Pennsylvania,1994
0.0,0.0,4,Rhode Island,1994
470.43517102394037,605.3078991475046,4,South Carolina,1994
78.0933162434618,41.055630379163766,4,South Dakota,1994
0.7787234084285717,5.496871364048629,4,Tennessee,1994
288.969355873716,10.49360177787489,4,Texas,1994
13.75737923565713,10.460155901801878,4,Utah,1994
0.0,4.015096763832008,4,Vermont,1994
12.068202656397254,13.539494706057571,4,Virginia,1994
20.59990987629115,22.20284737979324,4,Washington,1994
24.47574690579836,248.58180891070177,4,West Virginia,1994
148.69395843204535,469.2427859816665,4,Wisconsin,1994
11.847948609863854,13.026230090591513,4,Wyoming,1994
64.29029182574794,109.01028968747933,5,Alabama,1994
0.0,0.0,5,Alaska,1994
420.9308537811934,152.42146907199034,5,Arizona,1994
0.04356286239880909,2.9041907472482795,5,Arkansas,1994
17.55561171613529,51.183228883380046,5,California,1994
9.191360798474713,24.480621362680406,5,Colorado,1994
0.0,229.85303336351603,5,Connecticut,1994
0.0,0.0,5,District of Columbia,1994
0.0,0.0,5,Delaware,1994
1250.244264875304,364.6249236695008,5,Florida,1994
101.96348531972237,289.13001104541615,5,Georgia,1994
0.0,0.0,5,Hawaii,1994
0.47587586556367123,11.550385089838898,5,Idaho,1994
0.06666888896296543,0.6666888896296543,5,Illinois,1994
1.844666329382172,13.781990119373237,5,Indiana,1994
0.0,0.0,5,Iowa,1994
7.742843735335524,0.9385265133740028,5,Kansas,1994
0.028665342829931294,0.9555113896957652,5,Kentucky,1994
6.9291385016843705,5.1599967565734675,5,Louisiana,1994
87.24695267471552,114.58753942357009,5,Maine,1994
0.0,0.0,5,Maryland,1994
0.0,0.0,5,Massachusetts,1994
24.166523459260468,36.7284529736074,5,Michigan,1994
73.83539900122463,153.22233226595847,5,Minnesota,1994
23.40598541946082,79.72065881152444,5,Mississippi,1994
7.200620361138805,9.416195856873824,5,Missouri,1994
30.663732732514674,11.816264957422057,5,Montana,1994
0.04991763590076374,0.4991763590076374,5,Nebraska,1994
10.681611739764527,8.031287101054541,5,Nevada,1994
14.260345242995694,99.11621376063435,5,New Hampshire,1994
45.704041432428845,225.7536186977115,5,New Jersey,1994
197.4659990359174,35.24738264368072,5,New Mexico,1994
2.264733125428858,18.400956849756184,5,New York,1994
1788.939027640364,175.76457590518757,5,North Carolina,1994
38.14688600136068,22.39115713131048,5,North Dakota,1994
0.6287791307616225,4.306706403211081,5,Ohio,1994
2.3310152917801243,3.3142396305727555,5,Oklahoma,1994
10.273980828278841,26.295236637506424,5,Oregon,1994
0.6916498993963783,24.31254191817572,5,Pennsylvania,1994
23.11922019495126,0.0,5,Rhode Island,1994
318.95626628086836,236.33535504563923,5,South Carolina,1994
3.6899999668679238,18.525101512549504,5,South Dakota,1994
0.0,0.0,5,Tennessee,1994
0.425493984456683,1.0062357869195098,5,Texas,1994
319.76697022113746,16.372417933255115,5,Utah,1994
1.2045290291496025,0.0,5,Vermont,1994
0.5506061181808439,1.805265960807676,5,Virginia,1994
2.3312989868211043,43.32262903374291,5,Washington,1994
0.5258461349465148,15.934731340429598,5,West Virginia,1994
12.95605275767774,188.6403159725293,5,Wisconsin,1994
0.7302583544457633,5.1315451872027165,5,Wyoming,1994
9.141396675025783,30.935352478879267,6,Alabama,1994
0.0,0.0,6,Alaska,1994
4242.687957034771,260.4713549252458,6,Arizona,1994
0.007260476976310235,0.0,6,Arkansas,1994
1153.3421391398108,220.5360322855318,6,California,1994
498.9187748324929,98.29340395621676,6,Colorado,1994
139.23522065490735,125.37438183464512,6,Connecticut,1994
0.0,0.0,6,District of Columbia,1994
0.0,0.0,6,Delaware,1994
1204.229906881448,95.11954530508716,6,Florida,1994
38.074199162550926,135.79364563706065,6,Georgia,1994
0.0,0.0,6,Hawaii,1994
223.77254085216092,52.20774060607176,6,Idaho,1994
0.0,0.0,6,Illinois,1994
0.21203061722112673,12.721837033267605,6,Indiana,1994
0.0,0.0,6,Iowa,1994
0.014077898260015438,0.9385265133740028,6,Kansas,1994
0.0,0.0,6,Kentucky,1994
7.297709698582475,0.7371423937962096,6,Louisiana,1994
5.781759785613931,65.47859395632578,6,Maine,1994
4.077059507837467,9.336777566835766,6,Maryland,1994
0.0,0.0,6,Massachusetts,1994
2.6013326378530586,27.546339730205563,6,Michigan,1994
14.547239131935815,17.32078538658661,6,Minnesota,1994
5.548557853994858,15.944131762304888,6,Mississippi,1994
1.4068903976155236,8.86230198294007,6,Missouri,1994
4.672938897773353,32.56037454934079,6,Montana,1994
0.5041681226720969,2.495881795038187,6,Nebraska,1994
92.35631005880268,27.236538864445833,6,Nevada,1994
0.0,0.0,6,New Hampshire,1994
163.3393829401089,818.9101854720907,6,New Jersey,1994
3630.575658507196,106.69477989438492,6,New Mexico,1994
2.484129174822545,5.661832876848058,6,New York,1994
19.642588015812485,129.850564240159,6,North Carolina,1994
0.6335059099761494,3.822880485833497,6,North Dakota,1994
0.0,0.0,6,Ohio,1994
0.06628479401072565,0.552373271762126,6,Oklahoma,1994
523.296402529111,32.9671623515006,6,Oregon,1994
0.21797451387408753,10.060362173038229,6,Pennsylvania,1994
0.0,0.0,6,Rhode Island,1994
81.04855675795746,237.54114767342318,6,South Carolina,1994
9.427774535999603,38.55223828287329,6,South Dakota,1994
0.0,0.9161452273414382,6,Tennessee,1994
